timestamp,voltage,current,temperature,vibration,rpm,load,condition
1,416.4901424590337,3.165433924707204,37.29537707620138,0.24092119425632103,1471.48769937915,58.8293152152541,Normal
2,419.73763844652217,3.3918586822882273,35.0610512281301,0.2017024017434386,1468.048734607813,57.671351232148716,Normal
3,415.72588681469813,2.7216799388355506,32.550164334973935,0.15750849883036108,1459.8075331949835,61.57123666297637,Normal
4,412.27592777343636,2.8469240746661773,38.93129753784311,0.17096894798053858,1476.012923070319,52.87625906893272,Normal
5,413.36685182642447,3.2277306474274665,33.6980128451554,0.19502792073382688,1465.990419651218,58.54153125103362,Normal
6,413.19488016331184,3.6630695461272347,35.973005550524135,0.13769156284176398,1487.338173681548,53.89578175014489,Normal
7,415.6265907850143,2.7100824690300565,33.34362790220314,0.18787444943476495,1486.0769986999312,60.85684140594985,Normal
8,414.6530551528353,3.124724076102678,33.04295601926515,0.15120623166421165,1468.0904184356032,65.28561113109458,Normal
9,416.0308548687054,2.7592399611593166,36.64816793878959,0.16459670878334734,1464.8461699954107,63.058381444204336,Normal
10,418.0929985674878,3.43282002977905,34.32156495355472,0.16763150496595142,1479.9689514710535,64.8777256356118,Normal
11,413.5624772864641,3.153585255834046,33.787330051987944,0.13215173503677316,1487.187887335913,66.78120014285412,Normal
12,414.783969635259,3.450883224473006,36.72327205009527,0.15419520981579501,1480.4209340826262,67.69018283232984,Normal
13,414.89252188267017,3.5911609139535017,30.76050979182051,0.21287610017500896,1476.3057060235726,58.50496324767066,Normal
14,415.2752823296065,2.703107771349777,35.56065622432497,0.19428450286046986,1497.1684106711227,57.40864890863176,Normal
15,412.57451919132046,3.074560739103866,37.830804235404145,0.19315004438638736,1467.0535969434943,62.56633716556678,Normal
16,415.2912326480441,3.4421612476332224,34.59589381224529,0.16689351413608927,1469.1183777030176,52.68242525933941,Normal
17,415.8883608311937,3.2652638180449727,36.010226913284924,0.1706165146649941,1453.7694388692437,57.89677338617321,Normal
18,413.9718564504197,2.9994306826945953,35.67742857666798,0.19616203427258153,1503.292788518158,60.872889064159196,Normal
19,415.7726511721683,3.1813885210584583,32.162457569401916,0.17893944498203132,1475.9034531491154,72.31621056242643,Normal
20,414.4229171056566,3.2753868355834035,35.93057646058951,0.13325287849521872,1492.1423422177254,63.75966516343387,Normal
21,417.37309584112916,2.9726531363013153,38.8055886218722,0.12392595748830876,1483.8028564070041,70.95227812904989,Normal
22,412.0283910246079,3.0584255675993073,36.19930273017528,0.15986097383535203,1451.740048534008,60.34281487403014,Normal
23,411.8130888588217,3.3183981076587954,34.1611515315324,0.24199737620070158,1463.2512006149564,58.38969241897162,Normal
24,417.44055165210904,2.8922839208915114,36.45491986920826,0.23228571017129712,1450.8877514815815,60.92316929266152,Normal
25,415.7796483827453,3.3954557179443277,33.52609857824383,0.12718173547662895,1482.8291234842534,61.48492336616593,Normal
26,415.7514785510376,3.286612052374244,34.63995055684302,0.18929014788644014,1479.3960870994802,56.42824290986816,Normal
27,420.5973235334343,3.318458230227947,33.6173930055947,0.20626214434535317,1460.3797749465903,63.93542301871226,Normal
28,418.4757867370222,2.9948294204120725,37.92675225848864,0.19651123707745993,1487.3309023999172,69.48396491326974,Normal
29,414.26383565199137,3.011565958910628,34.22097114074895,0.14736758860138247,1473.8434743587884,61.70575987408322,Normal
30,415.8300723979901,3.406795812259006,36.02600378375581,0.23814136308629266,1471.0301475014307,73.6008458329481,Normal
31,416.877002043295,2.9857106108959295,33.858215003877774,0.1992988966097274,1471.6480582201123,63.57000247046046,Normal
32,416.41971287372064,3.181792771835782,34.30641256386319,0.1194061110125654,1468.3022757189947,64.28199397161737,Normal
33,415.6422812323906,2.888565305322003,36.34636185170236,0.19541269518915347,1461.742138456983,60.768625529727636,Normal
34,415.174626155338,2.9142574255423446,36.715574720696566,0.20243138105472938,1491.2457686476291,65.26901026017451,Normal
35,410.86699189612875,2.9655437400212197,37.03007053441732,0.20055143803648834,1482.7257152945908,79.26365745327361,Normal
36,416.7126715320795,3.4838914100451497,37.908003526986406,0.20605565005223192,1470.2709613303948,63.79484610246634,Normal
37,412.6815243563873,3.140795348314998,35.029272904341795,0.1832749655754529,1509.7198785001026,50.66367403704126,Normal
38,417.0587805711235,2.7968210322025873,35.056136268421135,0.22355802387869464,1475.9642002864318,54.61127611035347,Normal
39,412.8540888722201,3.369899437233669,34.53926673656573,0.188658343583279,1475.6835775985571,56.74199826197091,Normal
40,421.431832267976,3.358479755579503,31.949714826684787,0.1874581725907771,1465.0732030284742,64.26216667398111,Normal
41,412.6224377847019,3.1713158896332754,37.009974557960916,0.21463020776680486,1456.9955538941633,58.327493820795254,Normal
42,413.5751640665171,3.036667691856572,39.530908480562196,0.1961992684384382,1456.0867406849743,64.58930973527389,Normal
43,421.3664685910379,3.458116315137787,32.961260068091974,0.16063063708534994,1494.0036672377994,56.461652671906094,Normal
44,416.33145828443867,3.3936585133573343,34.146139056843836,0.177618985757528,1426.380989898964,54.87806179332855,Normal
45,414.2422955458205,2.888054204508788,39.26482260786327,0.12279434488157469,1468.3993326995453,60.65370288643046,Normal
46,419.3238198671983,2.8410344622051404,38.326327504309916,0.18040932244078348,1460.2773702342806,62.31051737131635,Normal
47,415.5971790867204,3.0499457807103014,36.13960416998004,0.16458745612552958,1476.7027601787688,63.31065337260523,Normal
48,419.75805044843605,2.890546125293288,40.266066749312536,0.10191648801909992,1472.7232235744661,62.94158603242288,Normal
49,415.8429756032051,3.0443251200448516,35.58375549928545,0.1602799626136467,1466.1595286458369,64.24801048510513,Normal
50,416.07104645789514,3.026772601184837,37.7991997508665,0.19229198083506438,1487.1929317825843,63.14814420961806,Normal
51,412.5130149672338,3.059954739950758,37.49458721024652,0.2044148106173386,1474.6864760905378,60.58663691654391,Normal
52,418.8329946873653,3.052107152791043,37.094194762340074,0.17191229390264423,1471.7347819515917,65.49388425993595,Normal
53,417.4762490469641,3.40337740900016,38.61095761430866,0.18084015366531037,1485.2292945694244,58.44866621703272,Normal
54,415.9724990574653,3.167464236408079,36.19399192998544,0.20380628101747655,1462.7266897514978,70.4619363784273,Normal
55,411.9819478555009,2.8964528468030672,38.316221747000135,0.21166650775851742,1484.3617972557822,63.1417275463214,Normal
56,414.96325968145925,2.9756864071285425,36.151609116387455,0.15291353153951553,1489.6267960012663,59.26471309248931,Normal
57,412.5235084096225,3.1196535395867517,36.82586290855125,0.157451017887841,1462.6666940665036,61.21843605745956,Normal
58,415.7348997133262,3.0732642061572175,35.057923388763356,0.18928199749430544,1453.27873487754,52.962681128117225,Normal
59,412.8446673362427,3.1466382120720384,36.62181513119601,0.23901424867798207,1487.8648943480302,59.20030735018287,Normal
60,414.94295137629194,2.949367658840548,35.96297372801522,0.16845365444319446,1479.8407784050714,55.86384528223839,Normal
61,416.5580395427235,3.583184728250645,35.78247970308629,0.19606846888395765,1485.3521598756668,57.99389764057082,Normal
62,415.67227744543123,3.203148100195449,36.19535219709766,0.14907960864578135,1475.367652613884,62.48999145622725,Normal
63,419.3534308233851,3.439817706521302,40.30636491502311,0.149306097484478,1488.0848095508102,60.91671002869176,Normal
64,421.569408799653,2.9979254286612123,34.32055631563845,0.15602429418223912,1443.1415641353528,57.37122489159619,Normal
65,412.7226020153389,3.237598446619052,36.683511951554316,0.25504683356863544,1489.2563575727906,57.115481721687985,Normal
66,412.3047559859549,3.3229797928766267,33.359533585958715,0.2532583506341741,1492.6916018108193,57.65412173947647,Normal
67,409.8605964127274,3.5384680935413533,35.77092030949476,0.22951265247893846,1451.0835851180846,57.00312488523114,Normal
68,415.01573109915455,3.2117451484411856,35.09986905704151,0.20491399729389995,1458.985693559261,59.288102574893536,Normal
69,415.3608868951357,3.3286097085146875,37.42322975617778,0.13501431632648522,1451.9882874389657,66.38838410949255,Normal
70,415.9969420359388,3.0128783658608618,39.102303951045045,0.18462698537171435,1492.6894577609573,60.33759240705054,Normal
71,421.18224377464594,3.638835210610801,35.50207170304185,0.21886283803817422,1484.6806392437773,66.84315778766174,Normal
72,412.10522961825967,3.37151286499961,38.11684897369918,0.10965042054307542,1457.2511223100134,49.803839111199494,Normal
73,414.1917794966663,3.3793855639489907,39.004714104192054,0.182963791216791,1499.4292331835693,53.099492708925546,Normal
74,409.88985268193454,3.1861130752758453,36.76813089787861,0.17869221007623626,1443.9883684994018,59.55439980243606,Normal
75,411.08659149848546,3.3674181372075096,36.7331964921937,0.1424048085469058,1467.2919962399496,54.703932390555245,Normal
76,414.8119627081805,3.4387855801253098,34.028547907328914,0.20016186062071378,1467.0461357244135,56.03563583868828,Normal
77,414.67890892013634,2.9411894193951564,34.892701389305635,0.13208488429644605,1504.4708769937458,60.17631775985864,Normal
78,412.90082347602225,3.2534949776835558,35.77534390061834,0.17116121601867107,1484.2125005006515,63.787538550236526,Normal
79,413.4084965571684,3.0560454398388304,35.449896605696715,0.0879231534105766,1452.2721340670216,66.83437133722262,Normal
80,419.9349031405039,3.1377409901109057,37.15311392611153,0.19245000618174143,1521.1832121268285,65.59787455717289,Normal
